%1K5
%1 mkA
%delta method
%cooling down to 4.9K
%===================Date and Time===================
%11/13/2024 1:57:04 PM
%===============Changing of Bit State===============
%Manual Changing of Bit State
%===============Temperature===============
%Lable: T
%Units: K
%Calibration: x98446
%Step: 0.000000
%Device: Keithley 2002 DMM
%IDN: KEITHLEY INSTRUMENTS INC.,MODEL 2002,4027178,B02  /A02  %Function: 4 - Wire Resistance
%Resolution: 8.5 Digits
%Integration Time: Automatic
%Range [V]: 20000.000000
%Offset Compensation: Off
%Digital Filter: Off%Triger Count: 1.000000
%Trigger Delay0.000000%===============Resistance===============
%Lable: R
%Units: Ohm
%Function: x*1000000
%Device: Keithley 6221 CS
%IDN: KEITHLEY INSTRUMENTS INC.,MODEL 6221,4025812,D02  /700x %Function: Delta
%High Level [A]: 1.000000E-6
%Low Level [A]: -1.000000E-6
%Delay [s]: 0.200000
%Measurement Units: Volt
%Compliance [V]: 10.000000
%Output Low Connection: Floating
%Triax Inner Shield Connection: Output Low
%Output Responce: Fast
%Analog Filter: Off
%Digital Filter: Moving
%Filter Count: 2
%Filter Window [%]: 1.000000
%=======================
%======2812A Parameters======
%=======================
%Range: 1 V
%Digital Filter: Repeat
%Filter Count: 2
%Filter Window [%]: 0.000000
%Analog Filter: On
%NPLC: 1%===============Timer===============
%Lable: t
%Units: s
%Function: x/100000
%Device: Timer
%==========================================
"Temperature (T) [K]", "Resistance (R) [Ohm]", "Timer (t) [s]", "Bit State"
2.411107E+2,1.543589E+3,1.196689E+1,0
2.411452E+2,1.543685E+3,1.19754E+1,0
2.410412E+2,1.543787E+3,1.198388E+1,0
2.409949E+2,1.543577E+3,1.199237E+1,0
2.410838E+2,1.543838E+3,1.200086E+1,0
2.409286E+2,1.543953E+3,1.200935E+1,0
2.409795E+2,1.543863E+3,1.201784E+1,0
2.410485E+2,1.543672E+3,1.202634E+1,0
2.410101E+2,1.543679E+3,1.203482E+1,0
2.409419E+2,1.543953E+3,1.204332E+1,0
2.409364E+2,1.543908E+3,1.205181E+1,0
2.409385E+2,1.544074E+3,1.206031E+1,0
2.408944E+2,1.54387E+3,1.206882E+1,0
2.409106E+2,1.543876E+3,1.207731E+1,0
2.409053E+2,1.544137E+3,1.208579E+1,0
2.409296E+2,1.543997E+3,1.209429E+1,0
2.408704E+2,1.544169E+3,1.210277E+1,0
2.409069E+2,1.543991E+3,1.211126E+1,0
2.407736E+2,1.544112E+3,1.211975E+1,0
2.407681E+2,1.544475E+3,1.212825E+1,0
2.406402E+2,1.544341E+3,1.213674E+1,0
2.405478E+2,1.544361E+3,1.214523E+1,0
2.406126E+2,1.544539E+3,1.215372E+1,0
2.40552E+2,1.544431E+3,1.216221E+1,0
2.406014E+2,1.544628E+3,1.21707E+1,0
2.405124E+2,1.544456E+3,1.217919E+1,0
2.404859E+2,1.544131E+3,1.218769E+1,0
2.404311E+2,1.544322E+3,1.219618E+1,0
2.404773E+2,1.544431E+3,1.220467E+1,0
2.404376E+2,1.544571E+3,1.221316E+1,0
2.403669E+2,1.544577E+3,1.222166E+1,0
2.404698E+2,1.54429E+3,1.223015E+1,0
2.405803E+2,1.544431E+3,1.223864E+1,0
2.405879E+2,1.544584E+3,1.224713E+1,0
2.40554E+2,1.54452E+3,1.225562E+1,0
2.405163E+2,1.544813E+3,1.226412E+1,0
2.405358E+2,1.544654E+3,1.22726E+1,0
2.404765E+2,1.544819E+3,1.228109E+1,0
2.40475E+2,1.54487E+3,1.228959E+1,0
2.40494E+2,1.544883E+3,1.229808E+1,0
2.40436E+2,1.5448E+3,1.230657E+1,0
2.403835E+2,1.544552E+3,1.231506E+1,0
2.403752E+2,1.54503E+3,1.232354E+1,0
2.403534E+2,1.544781E+3,1.233205E+1,0
2.404752E+2,1.544743E+3,1.234053E+1,0
2.404888E+2,1.544807E+3,1.234902E+1,0
2.404911E+2,1.545049E+3,1.235751E+1,0
2.404568E+2,1.545042E+3,1.2366E+1,0
2.404334E+2,1.545068E+3,1.237449E+1,0
2.404118E+2,1.545017E+3,1.238298E+1,0
2.4041E+2,1.545068E+3,1.239147E+1,0
2.403939E+2,1.545246E+3,1.239997E+1,0
2.403752E+2,1.545272E+3,1.240846E+1,0
2.403456E+2,1.545183E+3,1.241695E+1,0
2.403186E+2,1.545132E+3,1.242544E+1,0
2.403085E+2,1.544966E+3,1.243393E+1,0
2.402605E+2,1.545119E+3,1.244243E+1,0
2.402418E+2,1.545387E+3,1.245091E+1,0
2.402234E+2,1.5451E+3,1.245941E+1,0
2.402024E+2,1.545221E+3,1.24679E+1,0
2.40191E+2,1.545227E+3,1.247639E+1,0
2.4017E+2,1.545699E+3,1.248488E+1,0
2.401355E+2,1.545342E+3,1.249337E+1,0
2.401233E+2,1.545336E+3,1.250186E+1,0
2.400953E+2,1.545304E+3,1.251034E+1,0
2.400788E+2,1.545826E+3,1.251883E+1,0
2.400702E+2,1.545552E+3,1.252732E+1,0
2.400262E+2,1.545323E+3,1.253582E+1,0
2.399951E+2,1.545431E+3,1.254431E+1,0
2.399791E+2,1.545597E+3,1.255282E+1,0
2.399576E+2,1.545699E+3,1.256131E+1,0
2.399278E+2,1.545578E+3,1.256979E+1,0
2.399084E+2,1.54612E+3,1.25783E+1,0
2.398924E+2,1.545406E+3,1.258678E+1,0
2.398686E+2,1.545865E+3,1.259527E+1,0
2.398505E+2,1.54561E+3,1.260376E+1,0
2.398244E+2,1.545642E+3,1.261225E+1,0
2.397955E+2,1.545673E+3,1.262074E+1,0
2.397771E+2,1.545916E+3,1.262924E+1,0
2.397477E+2,1.545482E+3,1.263772E+1,0
2.397278E+2,1.545642E+3,1.264622E+1,0
2.397193E+2,1.546037E+3,1.265471E+1,0
2.39696E+2,1.545884E+3,1.26632E+1,0
2.396702E+2,1.545826E+3,1.267169E+1,0
2.396532E+2,1.545814E+3,1.268018E+1,0
2.396372E+2,1.545833E+3,1.268867E+1,0
2.396016E+2,1.546081E+3,1.269717E+1,0
2.3959E+2,1.546164E+3,1.270566E+1,0
2.395667E+2,1.546266E+3,1.271415E+1,0
2.395376E+2,1.546049E+3,1.272264E+1,0
2.395198E+2,1.546075E+3,1.273113E+1,0
2.394925E+2,1.546247E+3,1.273962E+1,0
2.39475E+2,1.546349E+3,1.274811E+1,0
2.394554E+2,1.546126E+3,1.27566E+1,0
2.394348E+2,1.546107E+3,1.276509E+1,0
2.394206E+2,1.546113E+3,1.277358E+1,0
2.393989E+2,1.546432E+3,1.278207E+1,0
2.393611E+2,1.545916E+3,1.279057E+1,0
2.393495E+2,1.546406E+3,1.279905E+1,0
2.393292E+2,1.545992E+3,1.280754E+1,0
2.393019E+2,1.546521E+3,1.281603E+1,0
2.392749E+2,1.546273E+3,1.282453E+1,0
2.392532E+2,1.546451E+3,1.283302E+1,0
2.392316E+2,1.546145E+3,1.284151E+1,0
2.392031E+2,1.546655E+3,1.285E+1,0
2.391843E+2,1.546457E+3,1.285849E+1,0
2.391594E+2,1.546419E+3,1.286698E+1,0
2.391298E+2,1.546343E+3,1.287547E+1,0
2.391054E+2,1.546476E+3,1.288396E+1,0
2.390882E+2,1.546706E+3,1.289246E+1,0
2.390471E+2,1.546738E+3,1.290095E+1,0
2.390186E+2,1.546731E+3,1.290944E+1,0
2.390039E+2,1.546629E+3,1.291793E+1,0
2.389806E+2,1.546795E+3,1.292642E+1,0
2.389405E+2,1.546884E+3,1.293492E+1,0
2.38921E+2,1.546891E+3,1.294341E+1,0
2.388941E+2,1.547114E+3,1.29519E+1,0
2.388697E+2,1.546649E+3,1.29604E+1,0
2.388359E+2,1.54691E+3,1.296888E+1,0
2.388074E+2,1.546961E+3,1.297738E+1,0
2.387928E+2,1.547025E+3,1.298586E+1,0
2.38759E+2,1.547088E+3,1.299434E+1,0
2.387093E+2,1.547056E+3,1.300284E+1,0
2.386942E+2,1.547165E+3,1.301134E+1,0
2.386729E+2,1.547209E+3,1.301983E+1,0
2.386381E+2,1.547401E+3,1.302831E+1,0
2.386141E+2,1.547139E+3,1.30368E+1,0
2.385834E+2,1.547821E+3,1.30453E+1,0
2.385606E+2,1.546878E+3,1.305379E+1,0
2.385317E+2,1.547095E+3,1.306228E+1,0
2.385123E+2,1.547082E+3,1.307077E+1,0
2.384869E+2,1.546113E+3,1.307927E+1,0
2.384542E+2,1.547458E+3,1.308775E+1,0
2.384228E+2,1.547554E+3,1.309625E+1,0
2.384146E+2,1.547216E+3,1.310473E+1,0
2.383765E+2,1.547471E+3,1.311322E+1,0
2.383365E+2,1.547235E+3,1.312172E+1,0
2.383043E+2,1.547605E+3,1.313021E+1,0
2.382744E+2,1.547292E+3,1.31387E+1,0
2.382119E+2,1.547534E+3,1.314719E+1,0
2.382078E+2,1.547566E+3,1.315569E+1,0
2.381941E+2,1.547311E+3,1.316417E+1,0
2.38168E+2,1.547566E+3,1.317266E+1,0
2.381362E+2,1.547662E+3,1.318116E+1,0
2.381099E+2,1.547598E+3,1.318965E+1,0
2.380732E+2,1.547522E+3,1.319814E+1,0
2.380416E+2,1.547847E+3,1.320663E+1,0
2.380141E+2,1.547687E+3,1.321512E+1,0
2.379828E+2,1.547681E+3,1.32236E+1,0
2.379574E+2,1.547713E+3,1.32321E+1,0
2.379235E+2,1.547815E+3,1.324058E+1,0
2.378955E+2,1.547879E+3,1.324908E+1,0
2.378675E+2,1.548114E+3,1.325757E+1,0
2.378464E+2,1.548019E+3,1.326606E+1,0
2.378131E+2,1.548076E+3,1.327455E+1,0
2.377793E+2,1.548165E+3,1.328304E+1,0
2.377521E+2,1.548242E+3,1.329153E+1,0
2.377234E+2,1.548063E+3,1.330003E+1,0
2.376889E+2,1.548083E+3,1.330851E+1,0
2.376533E+2,1.548146E+3,1.331701E+1,0
2.376264E+2,1.548261E+3,1.33255E+1,0
2.375947E+2,1.548248E+3,1.333399E+1,0
2.375736E+2,1.548344E+3,1.334248E+1,0
2.375396E+2,1.548121E+3,1.335098E+1,0
2.375135E+2,1.548191E+3,1.335947E+1,0
2.374838E+2,1.548389E+3,1.336796E+1,0
2.374486E+2,1.548312E+3,1.337645E+1,0
2.37426E+2,1.548516E+3,1.338495E+1,0
2.373862E+2,1.548459E+3,1.339343E+1,0
2.373639E+2,1.548452E+3,1.340192E+1,0
2.373376E+2,1.548497E+3,1.341042E+1,0
2.372976E+2,1.548529E+3,1.341891E+1,0
2.372614E+2,1.548682E+3,1.34274E+1,0
2.372541E+2,1.548682E+3,1.343589E+1,0
2.372194E+2,1.548765E+3,1.344438E+1,0
2.371908E+2,1.54865E+3,1.345287E+1,0
2.37161E+2,1.548637E+3,1.346136E+1,0
2.371296E+2,1.549172E+3,1.346986E+1,0
2.371038E+2,1.548733E+3,1.347834E+1,0
2.370775E+2,1.548937E+3,1.348683E+1,0
2.370548E+2,1.54872E+3,1.349532E+1,0
2.370207E+2,1.548541E+3,1.350381E+1,0
2.369929E+2,1.549905E+3,1.351231E+1,0
2.369679E+2,1.549032E+3,1.35226E+1,0
2.369376E+2,1.549077E+3,1.353288E+1,0
2.369116E+2,1.548739E+3,1.354138E+1,0
2.368735E+2,1.548529E+3,1.354987E+1,0
2.368501E+2,1.549714E+3,1.355836E+1,0
2.368042E+2,1.549128E+3,1.356685E+1,0
2.367704E+2,1.549217E+3,1.357535E+1,0
2.367384E+2,1.549357E+3,1.358383E+1,0
2.367011E+2,1.549064E+3,1.359232E+1,0
2.366691E+2,1.549332E+3,1.360082E+1,0
2.366258E+2,1.549376E+3,1.360931E+1,0
2.366079E+2,1.549606E+3,1.361779E+1,0
2.365709E+2,1.549255E+3,1.362629E+1,0
2.365395E+2,1.54944E+3,1.363477E+1,0
2.365055E+2,1.549453E+3,1.364326E+1,0
2.364711E+2,1.549791E+3,1.365175E+1,0
2.364419E+2,1.54944E+3,1.366023E+1,0
2.36407E+2,1.549459E+3,1.366871E+1,0
2.363796E+2,1.549134E+3,1.36772E+1,0
2.36355E+2,1.54958E+3,1.368568E+1,0
2.363133E+2,1.549956E+3,1.369416E+1,0
2.362776E+2,1.549644E+3,1.370264E+1,0
2.362495E+2,1.548401E+3,1.371113E+1,0
2.362267E+2,1.549536E+3,1.371961E+1,0
2.361938E+2,1.549912E+3,1.372809E+1,0
2.361667E+2,1.549931E+3,1.373658E+1,0
2.361339E+2,1.54988E+3,1.374506E+1,0
2.361031E+2,1.549823E+3,1.375355E+1,0
2.36064E+2,1.550434E+3,1.376203E+1,0
2.360372E+2,1.550262E+3,1.377051E+1,0
2.359926E+2,1.55032E+3,1.3779E+1,0
2.359673E+2,1.550167E+3,1.378749E+1,0
2.3591E+2,1.550364E+3,1.379597E+1,0
2.358792E+2,1.55025E+3,1.380445E+1,0
2.358504E+2,1.550345E+3,1.38132E+1,0
2.357984E+2,1.550326E+3,1.382194E+1,0
2.357549E+2,1.550307E+3,1.383042E+1,0
2.357102E+2,1.550237E+3,1.383891E+1,0
2.35678E+2,1.550632E+3,1.38474E+1,0
2.356328E+2,1.550708E+3,1.385589E+1,0
2.355893E+2,1.550632E+3,1.386437E+1,0
2.355409E+2,1.550504E+3,1.387285E+1,0
2.3551E+2,1.550396E+3,1.388134E+1,0
2.354469E+2,1.550657E+3,1.388982E+1,0
2.354058E+2,1.550982E+3,1.389831E+1,0
2.35354E+2,1.551155E+3,1.390679E+1,0
2.353121E+2,1.55074E+3,1.391527E+1,0
2.352653E+2,1.550677E+3,1.392376E+1,0
2.352238E+2,1.550919E+3,1.393224E+1,0
2.351728E+2,1.551097E+3,1.394073E+1,0
2.351312E+2,1.551161E+3,1.394921E+1,0
2.35083E+2,1.551053E+3,1.395769E+1,0
2.350415E+2,1.551129E+3,1.396618E+1,0
2.349958E+2,1.551327E+3,1.397466E+1,0
2.349442E+2,1.551327E+3,1.398314E+1,0
2.34906E+2,1.551237E+3,1.399163E+1,0
2.348705E+2,1.551104E+3,1.400011E+1,0
2.348261E+2,1.551161E+3,1.400859E+1,0
2.347753E+2,1.551556E+3,1.401708E+1,0
2.347321E+2,1.55155E+3,1.402556E+1,0
2.34693E+2,1.551556E+3,1.403405E+1,0
2.346519E+2,1.551639E+3,1.404253E+1,0
2.345972E+2,1.551779E+3,1.405101E+1,0
2.345573E+2,1.55169E+3,1.40595E+1,0
2.345076E+2,1.551951E+3,1.406799E+1,0
2.344668E+2,1.551894E+3,1.407647E+1,0
2.344354E+2,1.551562E+3,1.408496E+1,0
2.343865E+2,1.551996E+3,1.409343E+1,0
2.343438E+2,1.552264E+3,1.410191E+1,0
2.343015E+2,1.551671E+3,1.411041E+1,0
2.342581E+2,1.551989E+3,1.411889E+1,0
2.342152E+2,1.552098E+3,1.412737E+1,0
2.341762E+2,1.552142E+3,1.413585E+1,0
2.341323E+2,1.552327E+3,1.414433E+1,0
2.340921E+2,1.552474E+3,1.415282E+1,0
2.340426E+2,1.552461E+3,1.416131E+1,0
2.339904E+2,1.552111E+3,1.416979E+1,0
2.339633E+2,1.552455E+3,1.417827E+1,0
2.339276E+2,1.55255E+3,1.418676E+1,0
2.338959E+2,1.552308E+3,1.419524E+1,0
2.338477E+2,1.552429E+3,1.420373E+1,0
2.337978E+2,1.552538E+3,1.421221E+1,0
2.337513E+2,1.552818E+3,1.422069E+1,0
2.337135E+2,1.552824E+3,1.422918E+1,0
2.336737E+2,1.552735E+3,1.423766E+1,0
2.336297E+2,1.552748E+3,1.424615E+1,0
2.335821E+2,1.552735E+3,1.425463E+1,0
2.335328E+2,1.553016E+3,1.426311E+1,0
2.335164E+2,1.552901E+3,1.42716E+1,0
2.334661E+2,1.552914E+3,1.428008E+1,0
2.334311E+2,1.552933E+3,1.428857E+1,0
2.333835E+2,1.553041E+3,1.429706E+1,0
2.33336E+2,1.553321E+3,1.430554E+1,0
2.332873E+2,1.553016E+3,1.431402E+1,0
2.332584E+2,1.552914E+3,1.43225E+1,0
2.332159E+2,1.553162E+3,1.433099E+1,0
2.331753E+2,1.553487E+3,1.433948E+1,0
2.331413E+2,1.553385E+3,1.434796E+1,0
2.330943E+2,1.553449E+3,1.435644E+1,0
2.330658E+2,1.553398E+3,1.436492E+1,0
2.330264E+2,1.55378E+3,1.437341E+1,0
2.329871E+2,1.5535E+3,1.438189E+1,0
2.329407E+2,1.553933E+3,1.439048E+1,0
2.329051E+2,1.553596E+3,1.439896E+1,0
2.328607E+2,1.553449E+3,1.440745E+1,0
2.328234E+2,1.553952E+3,1.441593E+1,0
2.327791E+2,1.55385E+3,1.442441E+1,0
2.327396E+2,1.554061E+3,1.44329E+1,0
2.326994E+2,1.554016E+3,1.444138E+1,0
2.326585E+2,1.553704E+3,1.444987E+1,0
2.326176E+2,1.554003E+3,1.445834E+1,0
2.325821E+2,1.554003E+3,1.446683E+1,0
2.325458E+2,1.554156E+3,1.447532E+1,0
2.325084E+2,1.554322E+3,1.44838E+1,0
2.32487E+2,1.554067E+3,1.449228E+1,0
2.324459E+2,1.554437E+3,1.450076E+1,0
2.324071E+2,1.554309E+3,1.450925E+1,0
2.323602E+2,1.554335E+3,1.451774E+1,0
2.323085E+2,1.554309E+3,1.452622E+1,0
2.322883E+2,1.554469E+3,1.45347E+1,0
2.322723E+2,1.554462E+3,1.454318E+1,0
2.3221E+2,1.554469E+3,1.455166E+1,0
2.321971E+2,1.554724E+3,1.456015E+1,0
2.321828E+2,1.554654E+3,1.456863E+1,0
2.32146E+2,1.554603E+3,1.457711E+1,0
2.321164E+2,1.554596E+3,1.458559E+1,0
2.320621E+2,1.554622E+3,1.459408E+1,0
2.320219E+2,1.554889E+3,1.460257E+1,0
2.319776E+2,1.554532E+3,1.461105E+1,0
2.319411E+2,1.554857E+3,1.461954E+1,0
2.319046E+2,1.554953E+3,1.462802E+1,0
2.318608E+2,1.555132E+3,1.46365E+1,0
2.318023E+2,1.554889E+3,1.464499E+1,0
2.317716E+2,1.5548E+3,1.465347E+1,0
2.317431E+2,1.555017E+3,1.466196E+1,0
2.317018E+2,1.555023E+3,1.467044E+1,0
2.316576E+2,1.555125E+3,1.467892E+1,0
2.316176E+2,1.555304E+3,1.468741E+1,0
2.315785E+2,1.555157E+3,1.469589E+1,0
2.315701E+2,1.555304E+3,1.470438E+1,0
2.315226E+2,1.555189E+3,1.471287E+1,0
2.31484E+2,1.55561E+3,1.472134E+1,0
2.314587E+2,1.555469E+3,1.472982E+1,0
2.314096E+2,1.555488E+3,1.473832E+1,0
2.313831E+2,1.555692E+3,1.47468E+1,0
2.31338E+2,1.555335E+3,1.475528E+1,0
2.313029E+2,1.555731E+3,1.476473E+1,0
2.308006E+2,1.555998E+3,1.488406E+1,0
2.307549E+2,1.556513E+3,1.489621E+1,0
2.306979E+2,1.556492E+3,1.490509E+1,0
2.306697E+2,1.556422E+3,1.491369E+1,0
2.3065E+2,1.556492E+3,1.49223E+1,0
2.305694E+2,1.556571E+3,1.493087E+1,0
2.305659E+2,1.556444E+3,1.493938E+1,0
2.305159E+2,1.556619E+3,1.494787E+1,0
2.304942E+2,1.556668E+3,1.495636E+1,0
2.304328E+2,1.556683E+3,1.496484E+1,0
2.303728E+2,1.556637E+3,1.497332E+1,0
2.303297E+2,1.556727E+3,1.49818E+1,0
2.303001E+2,1.556755E+3,1.499029E+1,0
2.302436E+2,1.55695E+3,1.499877E+1,0
2.30209E+2,1.556957E+3,1.500725E+1,0
2.30198E+2,1.556822E+3,1.501574E+1,0
2.301744E+2,1.556608E+3,1.502422E+1,0
2.301659E+2,1.556978E+3,1.50327E+1,0
2.301375E+2,1.557245E+3,1.504119E+1,0
2.300525E+2,1.557125E+3,1.504967E+1,0
2.300013E+2,1.557029E+3,1.505815E+1,0
2.299759E+2,1.55723E+3,1.506664E+1,0
2.299466E+2,1.557534E+3,1.507512E+1,0
2.299079E+2,1.557425E+3,1.508361E+1,0
2.299041E+2,1.557276E+3,1.509209E+1,0
2.298727E+2,1.557372E+3,1.510057E+1,0
2.298344E+2,1.55734E+3,1.510906E+1,0
2.29794E+2,1.557293E+3,1.511754E+1,0
2.29771E+2,1.557192E+3,1.512603E+1,0
2.297648E+2,1.557463E+3,1.513451E+1,0
2.297373E+2,1.557389E+3,1.5143E+1,0
2.29696E+2,1.557733E+3,1.515147E+1,0
2.297772E+2,1.557677E+3,1.515996E+1,0
2.297316E+2,1.557621E+3,1.516845E+1,0
2.297024E+2,1.557761E+3,1.517693E+1,0
2.296316E+2,1.557894E+3,1.518542E+1,0
2.296304E+2,1.557998E+3,1.519389E+1,0
2.295522E+2,1.557888E+3,1.520238E+1,0
2.295353E+2,1.55792E+3,1.521087E+1,0
2.295109E+2,1.557883E+3,1.521935E+1,0
2.294427E+2,1.558032E+3,1.522784E+1,0
2.294107E+2,1.558046E+3,1.523632E+1,0
2.293453E+2,1.558154E+3,1.52448E+1,0
2.293101E+2,1.557999E+3,1.525328E+1,0
2.292635E+2,1.558175E+3,1.526177E+1,0
2.292325E+2,1.558395E+3,1.527026E+1,0
2.291904E+2,1.558052E+3,1.527874E+1,0
2.291901E+2,1.558257E+3,1.528722E+1,0
2.29158E+2,1.558492E+3,1.52957E+1,0
2.292303E+2,1.558225E+3,1.530419E+1,0
2.290906E+2,1.558244E+3,1.531268E+1,0
2.291017E+2,1.558499E+3,1.532117E+1,0
2.290278E+2,1.558489E+3,1.532964E+1,0
2.289433E+2,1.558367E+3,1.533812E+1,0
2.288642E+2,1.558555E+3,1.534661E+1,0
2.288277E+2,1.558665E+3,1.53551E+1,0
2.28765E+2,1.558383E+3,1.536358E+1,0
2.287061E+2,1.558654E+3,1.537207E+1,0
2.286717E+2,1.558737E+3,1.538055E+1,0
2.286481E+2,1.559074E+3,1.538903E+1,0
2.285954E+2,1.558786E+3,1.539752E+1,0
2.285613E+2,1.558788E+3,1.5406E+1,0
2.285124E+2,1.558833E+3,1.541449E+1,0
2.284566E+2,1.558956E+3,1.542296E+1,0
2.28428E+2,1.558976E+3,1.543145E+1,0
2.283774E+2,1.558915E+3,1.543994E+1,0
2.283436E+2,1.558902E+3,1.544842E+1,0
2.283117E+2,1.559294E+3,1.545691E+1,0
2.282717E+2,1.559337E+3,1.546539E+1,0
2.282509E+2,1.559175E+3,1.547387E+1,0
2.282157E+2,1.559189E+3,1.548236E+1,0
2.281741E+2,1.559139E+3,1.549084E+1,0
2.281277E+2,1.559361E+3,1.549933E+1,0
2.281049E+2,1.559605E+3,1.550782E+1,0
2.280562E+2,1.559343E+3,1.551629E+1,0
2.280353E+2,1.559332E+3,1.552478E+1,0
2.280051E+2,1.559378E+3,1.553331E+1,0
2.279538E+2,1.559301E+3,1.55419E+1,0
2.279278E+2,1.559504E+3,1.55505E+1,0
2.279037E+2,1.559699E+3,1.55591E+1,0
2.278438E+2,1.559662E+3,1.556771E+1,0
2.278136E+2,1.559713E+3,1.557631E+1,0
2.27772E+2,1.559815E+3,1.558491E+1,0
2.27747E+2,1.559551E+3,1.559351E+1,0
2.277084E+2,1.559787E+3,1.560211E+1,0
2.276809E+2,1.559766E+3,1.561072E+1,0
2.276447E+2,1.559805E+3,1.561932E+1,0
2.275914E+2,1.560144E+3,1.562793E+1,0
2.275541E+2,1.559902E+3,1.563654E+1,0
2.275237E+2,1.559872E+3,1.564513E+1,0
2.274843E+2,1.560146E+3,1.565373E+1,0
2.27453E+2,1.560135E+3,1.566233E+1,0
2.274244E+2,1.560169E+3,1.567093E+1,0
2.273824E+2,1.5602E+3,1.567953E+1,0
2.273451E+2,1.560184E+3,1.568814E+1,0
2.272999E+2,1.560444E+3,1.569717E+1,0
2.283464E+2,1.560623E+3,1.581654E+1,0
2.283676E+2,1.561221E+3,1.582869E+1,0
2.28229E+2,1.561152E+3,1.583751E+1,0
2.282478E+2,1.561064E+3,1.5846E+1,0
2.281493E+2,1.561092E+3,1.585449E+1,0
2.281E+2,1.561E+3,1.586297E+1,0
2.281798E+2,1.560965E+3,1.587144E+1,0
2.286004E+2,1.561208E+3,1.587993E+1,0
2.282642E+2,1.56123E+3,1.588842E+1,0
2.282361E+2,1.561156E+3,1.58969E+1,0
2.281563E+2,1.561404E+3,1.590539E+1,0
2.277769E+2,1.561275E+3,1.591387E+1,0
2.278354E+2,1.561349E+3,1.592235E+1,0
2.28168E+2,1.56132E+3,1.593084E+1,0
2.278845E+2,1.561621E+3,1.593932E+1,0
2.278026E+2,1.561495E+3,1.59478E+1,0
2.279337E+2,1.561277E+3,1.595628E+1,0
2.277115E+2,1.561627E+3,1.596476E+1,0
2.276718E+2,1.561585E+3,1.597325E+1,0
2.275713E+2,1.56169E+3,1.598174E+1,0
2.275247E+2,1.561712E+3,1.599021E+1,0
2.275363E+2,1.561597E+3,1.599872E+1,0
2.27604E+2,1.561747E+3,1.60072E+1,0
2.2752E+2,1.561806E+3,1.601569E+1,0
2.27485E+2,1.562017E+3,1.602417E+1,0
2.275083E+2,1.561863E+3,1.603265E+1,0
2.274873E+2,1.561904E+3,1.604114E+1,0
2.273987E+2,1.56186E+3,1.604962E+1,0
2.272729E+2,1.561946E+3,1.60581E+1,0
2.273637E+2,1.562155E+3,1.606659E+1,0
2.272845E+2,1.562035E+3,1.607507E+1,0
2.27408E+2,1.562039E+3,1.608355E+1,0
2.27478E+2,1.562026E+3,1.609203E+1,0
2.274617E+2,1.562116E+3,1.610052E+1,0
2.273335E+2,1.562218E+3,1.6109E+1,0
2.272403E+2,1.56212E+3,1.611749E+1,0
2.271588E+2,1.562392E+3,1.612597E+1,0
2.270937E+2,1.562494E+3,1.613445E+1,0
2.269938E+2,1.562325E+3,1.614293E+1,0
%===================Date and Time===================
%11/13/2024 2:23:59 PM
%===============Changing of Bit State===============
%Manual Changing of Bit State
%===============Temperature===============
%Lable: T
%Units: K
%Calibration: x98446
%Step: 0.000000
%Device: Keithley 2002 DMM
%IDN: KEITHLEY INSTRUMENTS INC.,MODEL 2002,4027178,B02  /A02  %Function: 4 - Wire Resistance
%Resolution: 8.5 Digits
%Integration Time: Automatic
%Range [V]: 20000.000000
%Offset Compensation: Off
%Digital Filter: Off%Triger Count: 1.000000
%Trigger Delay0.000000%===============Resistance===============
%Lable: R
%Units: Ohm
%Function: x*1000000
%Device: Keithley 6221 CS
%IDN: KEITHLEY INSTRUMENTS INC.,MODEL 6221,4025812,D02  /700x %Function: Delta
%High Level [A]: 1.000000E-6
%Low Level [A]: -1.000000E-6
%Delay [s]: 0.200000
%Measurement Units: Volt
%Compliance [V]: 10.000000
%Output Low Connection: Floating
%Triax Inner Shield Connection: Output Low
%Output Responce: Fast
%Analog Filter: Off
%Digital Filter: Moving
%Filter Count: 2
%Filter Window [%]: 1.000000
%=======================
%======2812A Parameters======
%=======================
%Range: 100 mV
%Digital Filter: Repeat
%Filter Count: 2
%Filter Window [%]: 0.000000
%Analog Filter: On
%NPLC: 1%===============Timer===============
%Lable: t
%Units: s
%Function: x/100000
%Device: Timer
%==========================================
"Temperature (T) [K]", "Resistance (R) [Ohm]", "Timer (t) [s]", "Bit State"
2.924633E+2,1.492724E+3,4.24E-3,0
2.924514E+2,1.492501E+3,1.2725E-2,0
2.924568E+2,1.49282E+3,2.1225E-2,0
2.924418E+2,1.492756E+3,2.971E-2,0
2.924587E+2,1.492749E+3,3.82E-2,0
2.924595E+2,1.492545E+3,4.669E-2,0
2.924441E+2,1.49259E+3,5.518E-2,0
2.924433E+2,1.492616E+3,6.3675E-2,0
2.924595E+2,1.492679E+3,7.2165E-2,0
2.924645E+2,1.4928E+3,8.0665E-2,0
2.924441E+2,1.492667E+3,8.916E-2,0
2.924472E+2,1.492769E+3,9.7655E-2,0
2.924449E+2,1.492393E+3,1.06145E-1,0
2.924452E+2,1.492271E+3,1.1463E-1,0
2.924395E+2,1.492558E+3,1.23125E-1,0
2.924552E+2,1.492526E+3,1.31615E-1,0
2.924633E+2,1.492622E+3,1.4011E-1,0
2.924399E+2,1.492743E+3,1.48595E-1,0
